metric,n,mean,median,q25,q75,iqr,std,ci95_low,ci95_high,label,model,weight_path,eval_seed
psnr_missing,19,30.69234928331877,30.966785430908203,27.909719467163086,34.12318229675293,6.213462829589844,3.64687383208151,28.9346123614404,32.45008620519714,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1337
rmse_all,19,0.02699658887362794,0.02425668016076088,0.017027881927788258,0.034369511529803276,0.01734162960201502,0.010764199648700346,0.02180841071661407,0.03218476703064181,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1337
rmse_known,19,1.0000219450184408e-06,1.0000225074691116e-06,1.0000160841627803e-06,1.0000292149925372e-06,1.3130829756846651e-11,9.632754158382773e-12,1.0000173021795539e-06,1.0000265878573277e-06,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1337
rmse_missing,19,0.03164000892521519,0.028291815891861916,0.019683106802403927,0.040230102837085724,0.020546996034681797,0.01273666419475684,0.025501133288842497,0.037778884561587886,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1337
ssim_all,19,0.8799589966472826,0.8831206560134888,0.8689572215080261,0.891745001077652,0.022787779569625854,0.012894839759365985,0.8737438828291536,0.8861741104654116,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1337
ssim_known,19,0.9124108396078411,0.9132349491119385,0.9109062254428864,0.914309948682785,0.0034037232398986816,0.0032453413935140166,0.910846635126376,0.9139750440893062,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1337
ssim_missing,19,0.8677817206633719,0.871343195438385,0.8512176275253296,0.8857388198375702,0.0345211923122406,0.01870838760668347,0.8587645664761896,0.8767988748505542,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1337
mae_all,19,0.003604436137002746,0.0034463820047676563,0.0014661645982414484,0.005508933216333389,0.004042768618091941,0.002075338503251212,0.0026041549974497634,0.004604717276555728,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
mae_known,19,1.0200543195203411e-09,1.2210519262367825e-09,6.485600667627267e-10,1.3108123475547018e-09,6.622522807919751e-10,4.521491428828274e-10,8.021254085584881e-10,1.2379832304821942e-09,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
mae_missing,19,0.004924830597653789,0.004640392027795315,0.001993327692616731,0.007439532317221165,0.005446204624604434,0.0028301703920166404,0.003560732133513822,0.006288929061793756,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
psnr_all,19,31.900748102288496,31.540983200073242,28.72736644744873,35.450416564941406,6.723050117492676,3.644371991372573,30.144217029032603,33.65727917554439,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
psnr_known,19,119.9998076589484,119.9997787475586,119.9997444152832,119.99987411499023,0.00012969970703125,9.370254059859557e-05,119.9997624957695,119.9998528221273,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
psnr_missing,19,30.53731265820955,30.249069213867188,27.422539710998535,34.13702392578125,6.714484214782715,3.628381118764126,28.788488938838416,32.28613637758068,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
rmse_all,19,0.027508693894273357,0.026482010260224342,0.01688458491116762,0.036612946540117264,0.019728361628949642,0.010770560081664785,0.022317450106701508,0.032699937681845204,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
rmse_known,19,1.0000226630405738e-06,1.0000259180742432e-06,1.0000147199207277e-06,1.000030465547752e-06,1.574562702444382e-11,1.0851335080876087e-11,1.000017432864483e-06,1.0000278932166647e-06,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
rmse_missing,19,0.03216668149750484,0.030728869140148163,0.019640453159809113,0.04254760406911373,0.02290715090930462,0.012576570673553939,0.02610496846837574,0.03822839452663394,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
ssim_all,19,0.8790108843853599,0.8796219229698181,0.8667770624160767,0.8909469544887543,0.024169892072677612,0.013471994645243245,0.872517590816776,0.8855041779539438,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
ssim_known,19,0.9124261956465872,0.9138776659965515,0.9100212454795837,0.9148366451263428,0.004815399646759033,0.0031762572589915665,0.9108952886521089,0.9139571026410656,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
