slice_count,metric,n,mean,median,q25,q75,iqr,std,ci95_low,ci95_high
4,known_fraction,19,0.07305085031609786,0.07312631607055664,0.07284998893737793,0.07333517074584961,0.0004851818084716797,0.0003393775800733248,0.07288727555853293,0.07321442507366278
4,mae_all,19,0.007161454199568222,0.0073053850792348385,0.003521773498505354,0.009419891983270645,0.005898118484765291,0.0035180532370105194,0.0054658068170269965,0.008857101582109447
4,rmse_all,19,0.039303199633171686,0.040199704468250275,0.027434609830379486,0.046555712819099426,0.01912110298871994,0.012342149543520226,0.03335447397199151,0.04525192529435186
4,psnr_all,19,28.544836847405683,27.915542602539062,26.647637367248535,31.244014739990234,4.596377372741699,2.8745678530120458,27.159339492044758,29.93033420276661
4,ssim_all,19,0.8499722198436135,0.8475901484489441,0.8345076143741608,0.8707073330879211,0.036199718713760376,0.02190119047330527,0.8394161839343462,0.8605282557528807
4,mae_known,19,7.780129158506161e-13,7.796909819168807e-13,5.812845457796659e-13,9.699169635848937e-13,3.886324178052278e-13,3.493294252197385e-13,6.096415224654998e-13,9.463843092357326e-13
4,rmse_known,19,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0.0,0.0,9.999999974752427e-07,9.999999974752427e-07
4,psnr_known,19,120.0,120.0,120.0,120.0,0.0,0.0,120.0,120.0
4,ssim_known,19,0.8768670621671175,0.8756308555603027,0.8719654679298401,0.8845278024673462,0.012562334537506104,0.009097716956698563,0.8724821029565981,0.8812520213776369
4,mae_missing,19,0.007726217975447837,0.007874946109950542,0.003798056743107736,0.01016186410561204,0.0063638073625043035,0.003796209432141846,0.005896503598339795,0.009555932352555878
4,rmse_missing,19,0.04082314777923258,0.0417417511343956,0.028492268174886703,0.04835732653737068,0.01986505836248398,0.012821511526474998,0.03464337703802464,0.047002918520440515
4,psnr_missing,19,28.215396178396123,27.588586807250977,26.317809104919434,30.915395736694336,4.597586631774902,2.8749807402774556,26.829699817743432,29.601092539048814
4,ssim_missing,19,0.8478511069950304,0.8455250859260559,0.8314054012298584,0.8697734177112579,0.038368016481399536,0.022947410526616665,0.8367908091614987,0.8589114048285621
8,known_fraction,19,0.13690308520668432,0.13724374771118164,0.13615751266479492,0.13748645782470703,0.0013289451599121094,0.000804709909032329,0.13651522744586342,0.13729094296750521
8,mae_all,19,0.004269873331251897,0.004473385401070118,0.0022010357351973653,0.005997851490974426,0.003796815755777061,0.0021568816097768603,0.0032302896724277766,0.005309456990076017
8,rmse_all,19,0.028204088001266905,0.028902847319841385,0.021207855083048344,0.0347047820687294,0.013496926985681057,0.008714011577213696,0.02400406886372474,0.03240410713880907
8,psnr_all,19,31.430639568128083,30.78118896484375,29.194314002990723,33.49350547790527,4.299191474914551,2.9154087038082572,30.02545755278964,32.835821583466526
8,ssim_all,19,0.8711769988662318,0.8690375685691833,0.8611006438732147,0.8868952393531799,0.02579459547996521,0.016019229210379567,0.863455977536836,0.8788980201956276
8,mae_known,19,1.4218453408897467e-11,1.5229963123974954e-11,1.3537716087030915e-11,1.641315035272317e-11,2.875434265692256e-12,3.786255538017445e-12,1.2393536655185391e-11,1.6043370162609543e-11
8,rmse_known,19,1.0000001949313293e-06,1.0000002248489182e-06,1.0000002248489182e-06,1.0000002248489182e-06,0.0,6.388648750419366e-14,1.0000001641390279e-06,1.0000002257236307e-06
8,psnr_known,19,120.0,120.0,120.0,120.0,0.0,0.0,120.0,120.0
8,ssim_known,19,0.890955410505596,0.8911921381950378,0.8871977925300598,0.8958157896995544,0.008617997169494629,0.007045554209054729,0.8875595620779901,0.8943512589332019
8,mae_missing,19,0.00494817671317019,0.005185678135603666,0.002546813222579658,0.0069539425894618034,0.004407129366882145,0.0025012911449588697,0.003742592972053435,0.006153760454286944
8,rmse_missing,19,0.030360334993977296,0.031119609251618385,0.02282572165131569,0.03736871853470802,0.014542996883392334,0.009385868452853361,0.02583649120800861,0.034884178779945985
8,psnr_missing,19,30.79123306274414,30.13931655883789,28.551944732666016,32.85515213012695,4.3032073974609375,2.916938786985212,29.38531357092104,32.197152554567246
8,ssim_missing,19,0.8680351909838224,0.8655088543891907,0.856715738773346,0.8852897882461548,0.028574049472808838,0.01748380942224559,0.8596082645883388,0.876462117379306
16,known_fraction,19,0.25679954729582133,0.25719213485717773,0.255199670791626,0.25795745849609375,0.0027577877044677734,0.0017323335364916295,0.2559645892582515,0.25763450533339116
16,mae_all,19,0.0020959610732174234,0.0021052779629826546,0.0010047444957308471,0.0028122032526880503,0.0018074587569572031,0.0011660834362518802,0.0015339268476679065,0.0026579952987669402
16,rmse_all,19,0.016282592973622837,0.016568241640925407,0.012353101745247841,0.020473708398640156,0.008120606653392315,0.005471828454268601,0.013645256079858427,0.018919929867387247
16,psnr_all,19,36.297698171515215,35.614471435546875,33.78043746948242,38.16609001159668,4.385652542114258,3.2456200134066453,34.733359399560484,37.862036943469946
16,ssim_all,19,0.891748497360631,0.8924249410629272,0.8869515359401703,0.8979638814926147,0.011012345552444458,0.007476272146641677,0.8881450495323681,0.8953519451888939
16,mae_known,19,3.7637688995239235e-11,4.331682235125811e-11,3.070886427092301e-11,4.563460546946896e-11,1.492574119854595e-11,1.2442856059030102e-11,3.164042434731699e-11,4.363495364316148e-11
16,rmse_known,19,1.000000577876467e-06,1.000000679596269e-06,1.0000004522225936e-06,1.000000679596269e-06,2.2737367544323206e-13,2.0719835308914623e-13,1.0000004780100575e-06,1.0000006777428765e-06
16,psnr_known,19,119.99999477988796,119.99999237060547,119.99999237060547,120.0,7.62939453125e-06,3.6435465464852847e-06,119.99999302375474,119.99999653602117
16,ssim_known,19,0.9015820308735496,0.9030188918113708,0.8993301689624786,0.9041522443294525,0.004822075366973877,0.003764077576566022,0.8997678035550881,0.9033962581920111
16,mae_missing,19,0.0028218343535340146,0.0028371773660182953,0.0013471315614879131,0.003794718417339027,0.002447586855851114,0.00157232747261842,0.002063996770124213,0.0035796719369438164
16,rmse_missing,19,0.018890594524380407,0.019233793020248413,0.014303971081972122,0.023782897740602493,0.009478926658630371,0.006358055543451038,0.01582610984663696,0.021955079202123855
16,psnr_missing,19,35.008746799669765,34.31869888305664,32.47909355163574,36.892391204833984,4.413297653198242,3.2498307516412406,33.44237851685064,36.57511508248889
16,ssim_missing,19,0.8883449968538786,0.8886104822158813,0.882641464471817,0.8959061503410339,0.013264685869216919,0.008849482034829255,0.884079683045849,0.8926103106619081
32,known_fraction,19,0.4319379204197934,0.43218326568603516,0.4305112361907959,0.4328317642211914,0.002320528030395508,0.0014185790353411444,0.4312541872110691,0.4326216536285177
32,mae_all,19,0.0010335867325346427,0.0010344074107706547,0.0004467949038371444,0.0013869364047423005,0.0009401415009051561,0.0006107409422895353,0.0007392190210658935,0.001327954444003392
32,rmse_all,19,0.010115006399389944,0.010421236976981163,0.007182164816185832,0.012824200559407473,0.005642035743221641,0.0035498177550010216,0.008404049009250868,0.01182596378952902
32,psnr_all,19,40.48072393316971,39.6416130065918,37.84035873413086,42.875308990478516,5.034950256347656,3.3892699826075883,38.84714809233973,42.1142997739997
32,ssim_all,19,0.9025022073795921,0.9031025767326355,0.9018093943595886,0.903628796339035,0.0018194019794464111,0.0019431785632686943,0.901565625292103,0.9034387894670811
32,mae_known,19,1.2191500029906946e-10,1.3971618306740652e-10,9.662785155351017e-11,1.5264824126948184e-10,5.6020389715971675e-11,4.211193243447988e-11,1.0161769858257892e-10,1.4221230201556e-10
32,rmse_known,19,1.0000019361350018e-06,1.0000022712119971e-06,1.000001532247552e-06,1.0000023848988349e-06,8.526512829121202e-13,6.590718002036429e-13,1.0000016184725625e-06,1.000002253797441e-06
32,psnr_known,19,119.99998715049342,119.99998474121094,119.99998474121094,119.9999885559082,3.814697265625e-06,4.4433038738847245e-06,119.99998500888951,119.99998929209734
32,ssim_known,19,0.9095275527552554,0.9100674390792847,0.9086673855781555,0.910489410161972,0.0018220245838165283,0.0020513952346621995,0.9085388119017577,0.9105162936087532
32,mae_missing,19,0.0018205398978591945,0.0018267716513946652,0.0007837330922484398,0.0024431035853922367,0.001659370493143797,0.0010770831999082802,0.0013014024131019844,0.0023396773826164048
32,rmse_missing,19,0.01342255430982301,0.013846233487129211,0.00951228803023696,0.017019784078001976,0.0075074960477650166,0.004715976615806796,0.011149526340663116,0.015695582278982906
32,psnr_missing,19,38.02467004876388,37.17336654663086,35.38169288635254,40.43467330932617,5.052980422973633,3.393056995136607,36.3892689263222,39.66007117120556
32,ssim_missing,19,0.8971562103221291,0.8980634212493896,0.89513298869133,0.9000990986824036,0.004966109991073608,0.0036583151584849275,0.8953929588574449,0.8989194617868134
64,known_fraction,19,0.6737130817614103,0.6744980812072754,0.6710429191589355,0.6755621433258057,0.004519224166870117,0.002652781090247967,0.6724344822039016,0.6749916813189191
64,mae_all,19,0.00029323317396215556,0.00029342802008613944,0.00010002850467571989,0.00039722424116916955,0.00029719573649344966,0.00019156793972491265,0.00020090038258876794,0.0003855659653355432
64,rmse_all,19,0.004724783553300719,0.004922077059745789,0.0029494109330698848,0.006109394831582904,0.003159983898513019,0.0018784399279646292,0.0038194044892190275,0.005630162617382411
64,psnr_all,19,47.295621370014395,46.15703201293945,44.28084373474121,50.63039016723633,6.349546432495117,3.999753918585214,45.367801690792824,49.223441049235966
64,ssim_all,19,0.909225344657898,0.9103841781616211,0.9065144062042236,0.9112718105316162,0.004757404327392578,0.002805644473738429,0.907873067307974,0.9105776220078219
64,mae_known,19,2.7960625919850424e-10,3.1100191866251237e-10,2.0949750961785085e-10,3.4862880637920313e-10,1.3913129676135227e-10,1.0187796486597249e-10,2.3050265194030159e-10,3.287098664567069e-10
64,rmse_known,19,1.0000049877290668e-06,1.0000053407566156e-06,1.0000038628277252e-06,1.000006022877642e-06,2.1600499167107046e-12,1.7398563456515856e-12,1.0000041491451512e-06,1.0000058263129824e-06
64,psnr_known,19,119.99995542827405,119.99995422363281,119.99993896484375,119.99996566772461,2.6702880859375e-05,1.6336162690164513e-05,119.99994755449568,119.99996330205242
64,ssim_known,19,0.9126317877518503,0.9144320487976074,0.9088611602783203,0.915263444185257,0.0064022839069366455,0.003869538859714165,0.9107667297220032,0.9144968457816973
64,mae_missing,19,0.000900651272738622,0.0009044090984389186,0.0003054691478610039,0.0012133817072026432,0.0009079125593416393,0.0005906059934924367,0.0006159882959413737,0.0011853142495358703
64,rmse_missing,19,0.008276153000463781,0.008574421517550945,0.005137215368449688,0.010703659150749445,0.005566443782299757,0.003300711104737987,0.006685261172451064,0.0098670448284765
64,psnr_missing,19,42.431482816997324,41.33590316772461,39.40967559814453,45.81135368347168,6.401678085327148,4.011610742207834,40.49794833172068,44.36501730227397
64,ssim_missing,19,0.9021824817908438,0.9021723866462708,0.9018979966640472,0.9026269912719727,0.000728994607925415,0.0006857765221195621,0.901851948087571,0.9025130154941167
128,known_fraction,19,0.885908001347592,0.8864989280700684,0.8837954998016357,0.887364387512207,0.003568887710571289,0.0020148615354077426,0.8849368691734807,0.8868791335217032
128,mae_all,19,7.345762653705223e-05,7.669022306799889e-05,4.74960124847712e-05,9.452950325794518e-05,4.703349077317398e-05,3.3710107605249913e-05,5.720987476209689e-05,8.970537831200757e-05
128,rmse_all,19,0.002586499561163548,0.0027950648218393326,0.0021527725039049983,0.0030621419427916408,0.0009093694388866425,0.00066638849940881,0.0022653105857123657,0.00290768853661473
128,psnr_all,19,52.09149109689813,51.07216262817383,50.27961349487305,53.343915939331055,3.064302444458008,2.700490331533465,50.78989642116386,53.3930857726324
128,ssim_all,19,0.9106730348185489,0.9120776057243347,0.9066625833511353,0.9129904806613922,0.006327897310256958,0.003891158886657384,0.9087975562692762,0.9125485133678216
128,mae_known,19,4.210268982866787e-10,4.802997999320269e-10,2.7653943024397165e-10,5.319394646985387e-10,2.5540003445456705e-10,1.754290001562821e-10,3.364728267884325e-10,5.055809697849249e-10
128,rmse_known,19,1.0000069383558615e-06,1.0000078418670455e-06,1.0000046586355893e-06,1.0000087513617473e-06,4.092726157978177e-12,2.8475908314181587e-12,1.0000055658610144e-06,1.0000083108507087e-06
128,psnr_known,19,119.99994016948499,119.99993133544922,119.99992370605469,119.99995803833008,3.4332275390625e-05,2.4559746357847006e-05,119.99992833206616,119.99995200690381
128,ssim_known,19,0.9118822185616744,0.9133924841880798,0.9074184596538544,0.9144883453845978,0.007069885730743408,0.004307161267901491,0.9098062332828655,0.9139582038404833
128,mae_missing,19,0.0006462852206344618,0.0006847153999842703,0.00041824800428003073,0.0008277998422272503,0.0004095518379472196,0.00030075697315382034,0.0005013249997531391,0.0007912454415157844
128,rmse_missing,19,0.007663066596969178,0.008206657133996487,0.006365505512803793,0.00906788045540452,0.002702374942600727,0.0019933475012546002,0.006702303855394057,0.008623829338544298
128,psnr_missing,19,42.66340637207031,41.7166748046875,40.84996032714844,43.92945671081543,3.079496383666992,2.720840409133216,41.352003272900745,43.97480947123988
128,ssim_missing,19,0.9012585784259596,0.9012380242347717,0.9007760882377625,0.9016937911510468,0.0009177029132843018,0.0007023096142777669,0.9009200760273445,0.9015970808245747
