case_id,path,noise_std,slice_count,sampling_strategy,known_fraction,realized_input_delta_rms_known,mae_all,rmse_all,psnr_all,ssim_all,mae_known,rmse_known,psnr_known,ssim_known,mae_missing,rmse_missing,psnr_missing,ssim_missing
liver_23,liver_23.nii.gz,0.02,64,fibonacci,0.6744980812072754,0.014818372204899788,0.006120313424617052,0.012822396121919155,37.84061813354492,0.6897558569908142,0.008780369535088539,0.014818371273577213,36.58399200439453,0.6531015634536743,0.000608202361036092,0.007077510003000498,43.00239181518555,0.7657100558280945
liver_23,liver_23.nii.gz,0.05,64,fibonacci,0.6744980812072754,0.03705838322639465,0.015006068162620068,0.030731605365872383,30.2482967376709,0.3226053714752197,0.0219198577105999,0.03705838695168495,28.622268676757812,0.2612771689891815,0.00067946343915537,0.007462527137249708,42.54228210449219,0.4496883451938629
liver_25,liver_25.nii.gz,0.0,64,fibonacci,0.6709628105163574,0.0,0.000354372663423419,0.006192706059664488,44.162391662597656,0.9108642339706421,3.808031112662036e-10,1.0000069323723437e-06,119.99993896484375,0.9149707555770874,0.0010769979562610388,0.010795878246426582,39.3348388671875,0.9024906754493713
liver_25,liver_25.nii.gz,0.01,64,fibonacci,0.6709628105163574,0.007484596222639084,0.0033500988502055407,0.008684445172548294,41.22515869140625,0.8444759249687195,0.004473554901778698,0.007484596222639084,42.516632080078125,0.8348144888877869,0.00105918082408607,0.010722886770963669,39.39376449584961,0.8641772866249084
liver_25,liver_25.nii.gz,0.02,64,fibonacci,0.6709628105163574,0.014965226873755455,0.006343196611851454,0.013703950680792332,37.263084411621094,0.6984692811965942,0.008936850354075432,0.01496522780507803,36.49833297729492,0.6632259488105774,0.0010542948730289936,0.010679993778467178,39.42858123779297,0.7703362703323364
liver_25,liver_25.nii.gz,0.05,64,fibonacci,0.6709628105163574,0.037423741072416306,0.015380051918327808,0.03128565475344658,30.093095779418945,0.33814263343811035,0.022362377494573593,0.03742373734712601,28.53705596923828,0.277949720621109,0.0011418985668569803,0.010898832231760025,39.25239944458008,0.4608862102031708
liver_39,liver_39.nii.gz,0.0,64,fibonacci,0.6765241622924805,0.0,0.00032438841299153864,0.005446551833301783,45.277565002441406,0.9107674360275269,3.387820579625611e-10,1.0000062502513174e-06,119.99993896484375,0.9144504070281982,0.0010028204414993525,0.009576365351676941,40.37598419189453,0.9030652046203613
liver_39,liver_39.nii.gz,0.01,64,fibonacci,0.6765241622924805,0.0074606710113584995,0.0033198129385709763,0.008179083466529846,41.745906829833984,0.8428267240524292,0.004436480347067118,0.0074606724083423615,42.54444122314453,0.8328180909156799,0.0009843908483162522,0.009507687762379646,40.438499450683594,0.86375892162323
liver_39,liver_39.nii.gz,0.02,64,fibonacci,0.6765241622924805,0.014896764419972897,0.006306616589426994,0.01340945903211832,37.45177459716797,0.6945626139640808,0.00885101780295372,0.014896765351295471,36.53815841674805,0.6595335006713867,0.0009852023795247078,0.009579393081367016,40.37323760986328,0.7678231000900269
liver_39,liver_39.nii.gz,0.05,64,fibonacci,0.6765241622924805,0.03725847974419594,0.015324736014008522,0.031160250306129456,30.127981185913086,0.3332560360431671,0.022142263129353523,0.03725847974419594,28.575496673583984,0.2747078239917755,0.0010664168512448668,0.009917208924889565,40.07221221923828,0.455704927444458
liver_98,liver_98.nii.gz,0.0,64,fibonacci,0.6743278503417969,0.0,0.0006122775375843048,0.00728105241432786,42.75611877441406,0.9131498336791992,3.944192195071139e-10,1.0000072734328569e-06,119.99993133544922,0.917935311794281,0.0018800419056788087,0.012758624739944935,37.8839225769043,0.9032415151596069
liver_98,liver_98.nii.gz,0.01,64,fibonacci,0.6743278503417969,0.007618022616952658,0.0037378366105258465,0.009588489308953285,40.364994049072266,0.8504883050918579,0.004636894445866346,0.007618023082613945,42.36315155029297,0.8431584239006042,0.0018762716790661216,0.012733484618365765,37.90105438232422,0.8656654953956604
