case_id,path,slice_count,repeat_index,geometry_seed,known_fraction,mae_all,rmse_all,psnr_all,ssim_all,mae_known,rmse_known,psnr_known,ssim_known,mae_missing,rmse_missing,psnr_missing,ssim_missing
liver_23,liver_23.nii.gz,4,0,4117561970,0.07072877883911133,0.0048777638003230095,0.02976628579199314,30.525508880615234,0.8641752004623413,3.817487558704924e-12,9.999999974752427e-07,120.0,0.8673547506332397,0.005249020643532276,0.030878299847245216,30.206932067871094,0.863933265209198
liver_23,liver_23.nii.gz,4,1,2303605528,0.075927734375,0.004993879236280918,0.0300951786339283,30.43006134033203,0.8626675605773926,5.9892125980898214e-12,1.0000001111620804e-06,120.0,0.8802306652069092,0.005404208321124315,0.03130717948079109,30.087120056152344,0.8612244725227356
liver_23,liver_23.nii.gz,4,2,1110177163,0.07873344421386719,0.005636411253362894,0.032659031450748444,29.719934463500977,0.8569890856742859,1.9854257127249753e-12,9.999999974752427e-07,120.0,0.8821511268615723,0.006118111312389374,0.03402598202228546,29.363786697387695,0.8548386693000793
liver_23,liver_23.nii.gz,4,3,2235671833,0.07166004180908203,0.005267844535410404,0.031063184142112732,30.155078887939453,0.8610045909881592,2.7763305977118735e-12,9.999999974752427e-07,120.0,0.8836765885353088,0.00567447766661644,0.03223980963230133,29.832151412963867,0.8592544794082642
liver_23,liver_23.nii.gz,4,4,3180268901,0.07432031631469727,0.005450645461678505,0.03425460681319237,29.305620193481445,0.8616529107093811,1.5500033548332404e-11,1.0000002248489182e-06,120.0,0.871720552444458,0.00588826322928071,0.03560316562652588,28.970226287841797,0.860844612121582
liver_23,liver_23.nii.gz,4,5,1087946617,0.07464170455932617,0.005493910051882267,0.03363551199436188,29.464038848876953,0.8592630624771118,3.807751856876873e-12,9.999999974752427e-07,120.0,0.8795825242996216,0.005937062669545412,0.034965768456459045,29.127138137817383,0.8576241731643677
liver_23,liver_23.nii.gz,4,6,3905902660,0.07178831100463867,0.006613828241825104,0.03864392265677452,28.258377075195312,0.8506065607070923,1.744555715166296e-11,1.0000002248489182e-06,120.0,0.8494855165481567,0.007125344593077898,0.04011046513915062,27.934846878051758,0.8506932258605957
liver_23,liver_23.nii.gz,4,7,2366352773,0.0686793327331543,0.004686531610786915,0.02773006446659565,31.14098358154297,0.8547723293304443,3.5175725179859008e-12,9.999999974752427e-07,120.0,0.8335615992546082,0.005032135173678398,0.028734341263771057,30.83197593688965,0.8563365340232849
liver_23,liver_23.nii.gz,8,0,1597245495,0.13349628448486328,0.0033506876789033413,0.023676374927163124,32.513694763183594,0.8771739602088928,2.4540354123803176e-11,1.0000003385357559e-06,120.0,0.8899001479148865,0.0038669046480208635,0.02543489821255207,31.891401290893555,0.8752133846282959
liver_23,liver_23.nii.gz,8,1,813344494,0.14024639129638672,0.0030803971458226442,0.022539909929037094,32.940956115722656,0.8813016414642334,1.0943399832152867e-11,1.0000001111620804e-06,120.0,0.8949613571166992,0.0035828836262226105,0.024308891966938972,32.28469467163086,0.879073441028595
