case_id,path,slice_count,sampling_strategy,known_fraction,mae_all,rmse_all,psnr_all,ssim_all,mae_known,rmse_known,psnr_known,ssim_known,mae_missing,rmse_missing,psnr_missing,ssim_missing
liver_23,liver_23.nii.gz,128,fibonacci,0.8864989280700684,7.293236558325589e-05,0.0027950648218393326,51.07216262817383,0.9101452827453613,4.128068720188338e-10,1.0000067049986683e-06,119.99993896484375,0.9113909006118774,0.0006425666506402194,0.008296442218124866,41.622161865234375,0.9004179835319519
liver_25,liver_25.nii.gz,4,fibonacci,0.07290506362915039,0.009239567443728447,0.04843704774975777,26.296445846557617,0.8440210819244385,7.796909819168807e-13,9.999999974752427e-07,120.0,0.8756308555603027,0.009966149926185608,0.05030551180243492,25.967689514160156,0.8415353298187256
liver_25,liver_25.nii.gz,8,fibonacci,0.13568401336669922,0.005149859003722668,0.03347956761717796,29.504404067993164,0.8669183254241943,1.5188199656290813e-11,1.0000002248489182e-06,120.0,0.8888505697250366,0.005958305671811104,0.036011695861816406,28.87112808227539,0.8634753227233887
liver_25,liver_25.nii.gz,16,fibonacci,0.25537919998168945,0.0022933834698051214,0.019015850499272346,34.41768264770508,0.8920889496803284,4.677140966191651e-11,1.0000007932831068e-06,119.99999237060547,0.9039722084999084,0.0030799347441643476,0.022036781534552574,33.13703918457031,0.8880134224891663
liver_25,liver_25.nii.gz,32,fibonacci,0.4304995536804199,0.00120539462659508,0.013015476055443287,37.71079635620117,0.9030073881149292,1.5526081809102976e-10,1.0000024985856726e-06,119.99998474121094,0.912139892578125,0.0021165823563933372,0.017246978357434273,35.26573944091797,0.896104097366333
liver_25,liver_25.nii.gz,64,fibonacci,0.6709628105163574,0.000354372663423419,0.006192706059664488,44.162391662597656,0.9108642339706421,3.808031112662036e-10,1.0000069323723437e-06,119.99993896484375,0.9149707555770874,0.0010769979562610388,0.010795878246426582,39.3348388671875,0.9024906754493713
liver_25,liver_25.nii.gz,128,fibonacci,0.8834805488586426,8.265100041171536e-05,0.0028013382107019424,51.05268859863281,0.9129806160926819,5.882483389285653e-10,1.0000097745432868e-06,119.99991607666016,0.9144313931465149,0.0007093276944942772,0.008206657133996487,41.7166748046875,0.9019817113876343
liver_39,liver_39.nii.gz,4,fibonacci,0.07330799102783203,0.01182215940207243,0.058600492775440216,24.6419734954834,0.8312673568725586,3.8770275509990293e-13,9.999999974752427e-07,120.0,0.8759374618530273,0.01275737676769495,0.06087423861026764,24.311328887939453,0.8277336359024048
liver_39,liver_39.nii.gz,8,fibonacci,0.13757610321044922,0.0061709084548056126,0.04003071039915085,27.95213508605957,0.8628223538398743,1.3409320528956492e-11,1.0000002248489182e-06,120.0,0.8916715979576111,0.007155308034271002,0.04310552403330803,27.309341430664062,0.8582203388214111
liver_39,liver_39.nii.gz,16,fibonacci,0.2587924003601074,0.0023645246401429176,0.019824646413326263,34.05589294433594,0.8917664885520935,4.0252565169929255e-11,1.0000005659094313e-06,119.99999237060547,0.9030188918113708,0.0031900976318866014,0.023026902228593826,32.755287170410156,0.8878377079963684
liver_39,liver_39.nii.gz,32,fibonacci,0.43375110626220703,0.0010344074107706547,0.010820973664522171,39.314674377441406,0.9048680067062378,1.3971618306740652e-10,1.0000022712119971e-06,119.99998474121094,0.9119041562080383,0.0018267716513946652,0.01438012532889843,36.84474563598633,0.899478554725647
liver_39,liver_39.nii.gz,64,fibonacci,0.6765241622924805,0.00032438841299153864,0.005446551833301783,45.277565002441406,0.9107674360275269,3.387820579625611e-10,1.0000062502513174e-06,119.99993896484375,0.9144504070281982,0.0010028204414993525,0.009576365351676941,40.37598419189453,0.9030652046203613
liver_39,liver_39.nii.gz,128,fibonacci,0.8881034851074219,9.491899982094765e-05,0.0030459552071988583,50.325531005859375,0.9120776057243347,5.237629774335062e-10,1.000008865048585e-06,119.99992370605469,0.9133924841880798,0.000848270719870925,0.009105739183723927,40.81369400024414,0.9016425609588623
liver_98,liver_98.nii.gz,4,fibonacci,0.07336759567260742,0.013297575525939465,0.05887429788708687,24.601486206054688,0.8151264190673828,7.747755345274832e-13,9.999999974752427e-07,120.0,0.8623557090759277,0.014350431971251965,0.06116063892841339,24.27056121826172,0.8113868832588196
liver_98,liver_98.nii.gz,8,fibonacci,0.1370077133178711,0.008315802551805973,0.04341116547584534,27.247970581054688,0.8460203409194946,1.576590073770756e-11,1.0000002248489182e-06,120.0,0.8812308311462402,0.00963601004332304,0.04673023894429207,26.60803985595703,0.8404304385185242
liver_98,liver_98.nii.gz,16,fibonacci,0.25719213485717773,0.004240391775965691,0.025305774062871933,31.93560791015625,0.8788406252861023,4.449780127702141e-11,1.000000679596269e-06,119.99999237060547,0.89622563123703,0.005708598531782627,0.02936171181499958,30.644371032714844,0.8728213310241699
liver_98,liver_98.nii.gz,32,fibonacci,0.43218326568603516,0.002187215257436037,0.015936357900500298,35.95221710205078,0.898933470249176,1.5989612411893006e-10,1.0000026122725103e-06,119.99998474121094,0.9098293781280518,0.003851973917335272,0.021148763597011566,33.494300842285156,0.8906404376029968
liver_98,liver_98.nii.gz,64,fibonacci,0.6743278503417969,0.0006122775375843048,0.00728105241432786,42.75611877441406,0.9131498336791992,3.944192195071139e-10,1.0000072734328569e-06,119.99993133544922,0.917935311794281,0.0018800419056788087,0.012758624739944935,37.8839225769043,0.9032415151596069
liver_98,liver_98.nii.gz,128,fibonacci,0.8863315582275391,0.00012019029236398637,0.0033962680026888847,49.37995910644531,0.916489839553833,6.658421591865249e-10,1.0000113661590149e-06,119.99990844726562,0.9182692766189575,0.0010573707986623049,0.010073536075651646,39.936363220214844,0.9026150703430176

