case_id,slice_count,path,known_fraction_repeat_mean,known_fraction_repeat_std,mae_all_repeat_mean,mae_all_repeat_std,rmse_all_repeat_mean,rmse_all_repeat_std,psnr_all_repeat_mean,psnr_all_repeat_std,ssim_all_repeat_mean,ssim_all_repeat_std,mae_known_repeat_mean,mae_known_repeat_std,rmse_known_repeat_mean,rmse_known_repeat_std,psnr_known_repeat_mean,psnr_known_repeat_std,ssim_known_repeat_mean,ssim_known_repeat_std,mae_missing_repeat_mean,mae_missing_repeat_std,rmse_missing_repeat_mean,rmse_missing_repeat_std,psnr_missing_repeat_mean,psnr_missing_repeat_std,ssim_missing_repeat_mean,ssim_missing_repeat_std
liver_103,64,liver_103.nii.gz,0.6583299040794373,0.005004381472592441,0.0005465777539939154,5.570256614835915e-05,0.0074247653828933835,0.00044398384375519604,42.60101795196533,0.5502020651624039,0.9093552827835083,0.0005057628374134486,3.616790825167193e-10,2.210042273516639e-11,1.000006520257557e-06,4.0736209748450063e-13,119.99993801116943,2.6973983046972182e-06,0.9139329344034195,0.000559749099833624,0.0016009519313229248,0.00017443191964732735,0.012705165892839432,0.0008007037744871505,37.93667507171631,0.5795093043155681,0.9005390703678131,0.0006458557738673798
liver_103,128,liver_103.nii.gz,0.873478353023529,0.004763296529011643,8.916189744923031e-05,2.0340673458793728e-05,0.002865824761101976,0.0003685961271229099,50.91709661483765,1.1066137483369274,0.9127198085188866,0.0001362540051599045,5.421262744276234e-10,1.286175475032223e-11,1.0000090782114057e-06,2.387616929287683e-13,119.99992275238037,2.6973983046972182e-06,0.9142842963337898,0.0001219645217887708,0.0007016426388872787,0.00013861780489338152,0.008050516771618277,0.000948099668864172,41.93608331680298,1.0205006710276872,0.9019131064414978,0.0002226110040671476
liver_124,4,liver_124.nii.gz,0.07086348533630371,0.0014771417520608454,0.004174298781435937,0.0005231938602679688,0.03048342769034207,0.0030520793976093097,30.35978674888611,0.9202381327882202,0.870212085545063,0.002711614704666235,3.640549558862893e-12,3.2522089637414492e-12,1.0000000258969521e-06,5.262677972112621e-14,120.0,0.0,0.883975975215435,0.003996450911168146,0.004492369858780876,0.0005600870748613686,0.031623948365449905,0.003159331255610488,30.04057741165161,0.9184752058846143,0.8691640719771385,0.0029604346433136073
liver_124,8,liver_124.nii.gz,0.13463503122329712,0.00299974325530881,0.002110850968165323,0.0004007851293182603,0.01966659165918827,0.003122091312968656,34.221200942993164,1.3784838108745756,0.8877304047346115,0.003522945137004651,1.853333350503028e-11,4.636422001525599e-12,1.0000002390597729e-06,7.285847737667333e-14,120.0,0.0,0.897077202796936,0.002164889044421371,0.0024387647135881707,0.0004597754154196835,0.02113923989236355,0.003339954764035213,33.5931715965271,1.372867717936179,0.8862765580415726,0.004197274187417415
liver_124,16,liver_124.nii.gz,0.2474392056465149,0.007764214081514397,0.0012307088982197456,0.00023163363267961632,0.014326582895591855,0.002355345196748409,36.98678207397461,1.499829031836966,0.8966662287712097,0.002256868888546933,5.425585284865586e-11,1.1590479911286695e-11,1.000000779072252e-06,1.5418239421029938e-13,119.99999237060547,0.0,0.9048931896686554,0.0009350575677670067,0.0016372063546441495,0.00031765563222531514,0.016522908699698746,0.0027644768390426974,35.75199556350708,1.5282737039406324,0.8939549177885056,0.0028801061363961764
liver_124,32,liver_124.nii.gz,0.42134368419647217,0.004936274166255443,0.0004621075313480105,8.103499784480282e-05,0.007315706694498658,0.0009827150944869759,42.775352478027344,1.0621366454527486,0.9038027822971344,0.0007147509618758844,1.2748949465568593e-10,9.415694181688702e-12,1.0000020580491764e-06,1.4170194103351433e-13,119.99998474121094,0.0,0.9087924063205719,0.0005542528978429055,0.0007978613357408904,0.00013355144171448124,0.009613898815587163,0.001256216700625179,40.39942264556885,1.0356986650417253,0.9001709073781967,0.0008102675334182477
liver_124,64,liver_124.nii.gz,0.6570367217063904,0.006509743038871087,0.00013019375182921067,3.447170040576981e-05,0.0033690649433992803,0.0005607202220060442,49.55989933013916,1.4998567670344736,0.9063940495252609,0.00022444671668882553,2.6254328572283825e-10,1.8898864170618497e-11,1.0000048860092647e-06,3.272466152015679e-13,119.99995994567871,3.5317234030630166e-06,0.9089586660265923,0.00042019802050977855,0.000380009458240238,0.00010149180477448332,0.005754827754572034,0.0009655217037874667,44.91168212890625,1.5163058957625397,0.9014839828014374,0.0001945309227676495
liver_124,128,liver_124.nii.gz,0.866755485534668,0.005753688356255453,3.107306019956013e-05,1.620823140101559e-05,0.001741360523737967,0.0006698972582408559,55.68485116958618,3.087793275710268,0.9069854244589806,0.00015933299937218116,3.3275908417618183e-10,1.1048471014935589e-11,1.0000057102388382e-06,2.0830279511594752e-13,119.99995231628418,5.3947966093944364e-06,0.9079415053129196,0.00015605960761666638,0.00023504601813328918,0.00012697782822395222,0.004783437121659517,0.0018818632870228342,46.92790079116821,3.1474127584882616,0.9007687792181969,0.0005476698241805646
liver_127,4,liver_127.nii.gz,0.07139235734939575,0.004336657883695717,0.009196105354931206,0.0018912690565660757,0.04717793082818389,0.007250782765403537,26.611443996429443,1.295003367518329,0.8357564583420753,0.009831262295558843,8.012502309860323e-12,3.392627548346231e-12,1.0000001111620804e-06,6.076817087715071e-14,120.0,0.0,0.8590823262929916,0.012338341491679084,0.009900816716253757,0.002021413550874124,0.04895492736250162,0.007499351417202124,26.289724349975586,1.290738881303632,0.8339544013142586,0.009760302235735839
liver_127,8,liver_127.nii.gz,0.1340484619140625,0.007299700407816854,0.005351795814931393,0.00047371992293489425,0.03323092847131193,0.0024064621977604637,29.58935523033142,0.6355971009172717,0.8614259138703346,0.0035951056810334878,3.401881510864402e-11,9.33542747369684e-12,1.0000005090660125e-06,1.35881760949632e-13,119.99999713897705,3.948586803487897e-06,0.8852930516004562,0.0034964969319238545,0.006179133255500346,0.0005292309787527296,0.03570761810988188,0.002531871102298456,28.96415638923645,0.6223872897278105,0.8577260747551918,0.0037141412974806254
liver_127,16,liver_127.nii.gz,0.25283747911453247,0.004026774995791527,0.0027587662043515593,0.0002622654827185381,0.0204668533988297,0.0021843304533691018,33.8200945854187,0.8923758284414935,0.8860815018415451,0.0020091015400639212,7.447183321407369e-11,1.2451377136563677e-11,1.00000113434362e-06,1.921658292141084e-13,119.99999237060547,0.0,0.9015748426318169,0.00041071005154190464,0.0036922459839843214,0.0003490485932363709,0.02367719542235136,0.0025162302766036882,32.554189920425415,0.8890576572338157,0.8808387592434883,0.0026425542456424223
liver_127,32,liver_127.nii.gz,0.4302525520324707,0.007411534292472538,0.0012840252893511206,0.00020994908214286848,0.011918738950043917,0.0024918164529164678,38.612759590148926,1.5756473273573302,0.9019322097301483,0.0020322913786013255,1.7478450110852695e-10,1.1459591657950571e-11,1.0000027543810575e-06,1.89748552747069e-13,119.99997329711914,7.063446806126033e-06,0.9112536609172821,0.0005811318354045524,0.002253636746900156,0.00036869358682932045,0.01579085784032941,0.0033091652710647386,36.16926193237305,1.5736319457282857,0.8948940262198448,0.0034563129506405754
liver_127,64,liver_127.nii.gz,0.6607657074928284,0.007710738051980411,0.0003878955940308515,4.5250305276966895e-05,0.005618940864223987,0.0006240721486159472,45.052987575531006,0.9528045663502779,0.9107448309659958,0.0004323297191568194,3.751186444800325e-10,1.9960512923013286e-11,1.0000065486792664e-06,3.3800161269202187e-13,119.99993801116943,2.6973983046972182e-06,0.9151949137449265,0.0005403084279947194,0.001143814079114236,0.00013391343130092506,0.009648959268815815,0.0010765733775850198,40.35700798034668,0.9588805588435266,0.9020800665020943,0.0005979660877980117
